Informazioni cronologiche;Indirizzo email;Full name: First name, middle name and surname;If your social name is different from your full name, use this space to write your preferred name.;Date of birth;Time zone;Link from other social networks social media platforms (Instagram, Facebook etc.);WhatsApp Phone Number (with DDD);Gender;Location (State, Country) - Birthplace;Location (State, Country) - Current state and country.;Is your English proficiency B2 or higher?;Race / Color;What is your religion?;How did you find out about the International Polyglot Youth project?;The International Polyglot Youth Project seeks young people from all over the world who are engaged and committed to equality and educational power. Tell us what you plan to do with the learning you will receive.;We want to democratize language learning for free and empower multilingual young people to use languages ​​as a mechanism for connecting different cultures and thus changing the world. How committed are you to this project? What do you expect from the International Polyglot Youth Project?;What language do you plan to learn? You can choose three languages. [Brazilian Portuguese];What language do you plan to learn? You can choose three languages. [Deutsch];What language do you plan to learn? You can choose three languages. [French];What language do you plan to learn? You can choose three languages. [German];What language do you plan to learn? You can choose three languages. [Hungarian];What language do you plan to learn? You can choose three languages. [Italian];What language do you plan to learn? You can choose three languages. [Korean];What language do you plan to learn? You can choose three languages. [Modern Standard Arabic];What language do you plan to learn? You can choose three languages. [Spanish];What language do you plan to learn? You can choose three languages. [Russian];In up to 150 words, explain why you are interested in learning this/these language(s) and how it aligns with your future plans.;List ALL the days and times you would have available to learn. [06:00];List ALL the days and times you would have available to learn. [06:30];List ALL the days and times you would have available to learn. [07:00];List ALL the days and times you would have available to learn. [07:30];List ALL the days and times you would have available to learn. [08:00];List ALL the days and times you would have available to learn. [08:30];List ALL the days and times you would have available to learn. [09:00];List ALL the days and times you would have available to learn. [09:30];List ALL the days and times you would have available to learn. [10:00];List ALL the days and times you would have available to learn. [10:30];List ALL the days and times you would have available to learn. [11:00];List ALL the days and times you would have available to learn. [11:30];List ALL the days and times you would have available to learn. [12:00];List ALL the days and times you would have available to learn. [12:30];List ALL the days and times you would have available to learn. [13:00];List ALL the days and times you would have available to learn. [13:30];List ALL the days and times you would have available to learn. [14:00];List ALL the days and times you would have available to learn. [14:30];List ALL the days and times you would have available to learn. [15:00];List ALL the days and times you would have available to learn. [15:30];List ALL the days and times you would have available to learn. [16:00];List ALL the days and times you would have available to learn. [16:30];List ALL the days and times you would have available to learn. [17:00];List ALL the days and times you would have available to learn. [17:30];List ALL the days and times you would have available to learn. [18:00];List ALL the days and times you would have available to learn. [18:30];List ALL the days and times you would have available to learn. [19:00];List ALL the days and times you would have available to learn. [19:30];List ALL the days and times you would have available to learn. [20:00];List ALL the days and times you would have available to learn. [20:30];List ALL the days and times you would have available to learn. [21:00];List ALL the days and times you would have available to learn. [21:30];List ALL the days and times you would have available to learn. [22:00];I have a computer, laptop, phone and/or tablet with stable internet access.;Is there anything more you have to tell us?;Do you agree with the terms and conditions set out in the notice and commit yourself to learn through weekly classes?
01/01/2022;mentee10@mail.com;mentee10;tee;07/11/1996;GMT -11;https://www.instagram.com/andreparedes06/;6624721955;Female;Somewhere, Else;Not, Important;Yes;bot;ohn McCarthy;Instagram;[Some text];[Some text];B1;A1;A1;;A1;B2;A2;A1;B1;A1;[Some text];['Tuesday', 'Thursday', 'Wednesday'];['Wednesday', 'Thursday', 'Tuesday', 'Saturday', 'Friday'];['Thursday', 'Monday', 'Saturday', 'Tuesday', 'Friday'];['Sunday', 'Thursday', 'Monday', 'Saturday'];['Monday', 'Tuesday', 'Saturday', 'Sunday'];['Saturday', 'Friday', 'Sunday', 'Wednesday'];['Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Monday'];['Sunday', 'Monday', 'Thursday', 'Friday'];['Friday', 'Monday', 'Thursday'];['Monday', 'Sunday', 'Wednesday', 'Friday', 'Thursday'];['Friday', 'Monday', 'Saturday', 'Thursday', 'Sunday'];['Monday', 'Thursday', 'Tuesday', 'Wednesday', 'Saturday', 'Friday'];['Tuesday', 'Saturday', 'Sunday', 'Friday', 'Monday', 'Wednesday'];['Thursday', 'Wednesday', 'Saturday', 'Sunday', 'Tuesday'];['Thursday', 'Saturday', 'Friday', 'Wednesday', 'Tuesday'];['Saturday', 'Wednesday', 'Monday', 'Tuesday', 'Friday'];['Tuesday', 'Monday', 'Sunday', 'Thursday', 'Saturday'];['Friday', 'Thursday', 'Sunday', 'Wednesday', 'Monday'];['Wednesday', 'Thursday', 'Saturday', 'Tuesday'];['Friday', 'Thursday', 'Tuesday', 'Wednesday', 'Monday'];['Friday', 'Monday', 'Saturday', 'Wednesday'];['Sunday', 'Friday', 'Tuesday', 'Thursday'];['Tuesday', 'Wednesday', 'Sunday', 'Saturday', 'Friday'];['Saturday', 'Wednesday', 'Tuesday', 'Friday'];['Monday', 'Wednesday', 'Thursday', 'Tuesday'];['Saturday', 'Sunday', 'Wednesday', 'Friday', 'Tuesday'];['Saturday', 'Wednesday', 'Friday', 'Monday', 'Tuesday'];['Sunday', 'Friday', 'Thursday'];['Monday', 'Tuesday', 'Saturday', 'Wednesday'];['Thursday', 'Tuesday', 'Saturday', 'Friday', 'Monday'];['Wednesday', 'Monday', 'Saturday'];['Thursday', 'Friday', 'Sunday'];['Wednesday', 'Sunday', 'Tuesday'];Yes, I do;[Some text];Yes
01/01/2022;mentee11@mail.com;mentee11;tee;28/03/1997;GMT -8;https://www.instagram.com/andreparedes06/;3313703312;Prefer not to say;Somewhere, Else;Not, Important;Yes;bot;ohn McCarthy;Instagram;[Some text];[Some text];;;;B2;A2;B1;A2;;B1;A2;[Some text];['Sunday', 'Tuesday', 'Wednesday', 'Saturday', 'Friday'];['Monday', 'Friday', 'Thursday', 'Sunday', 'Wednesday'];['Saturday', 'Wednesday', 'Tuesday', 'Thursday'];['Saturday', 'Tuesday', 'Sunday', 'Thursday'];['Thursday', 'Monday', 'Friday', 'Sunday', 'Wednesday', 'Tuesday'];['Monday', 'Saturday', 'Friday', 'Thursday', 'Wednesday', 'Sunday'];['Tuesday', 'Friday', 'Saturday', 'Thursday', 'Monday', 'Wednesday'];['Saturday', 'Monday', 'Wednesday', 'Friday'];['Tuesday', 'Monday', 'Sunday', 'Thursday'];['Tuesday', 'Friday', 'Sunday', 'Monday', 'Saturday'];['Sunday', 'Thursday', 'Saturday'];['Friday', 'Saturday', 'Monday', 'Tuesday', 'Wednesday'];['Wednesday', 'Thursday', 'Tuesday', 'Sunday', 'Friday', 'Monday'];['Sunday', 'Saturday', 'Friday', 'Thursday'];['Sunday', 'Saturday', 'Monday', 'Thursday'];['Wednesday', 'Thursday', 'Sunday', 'Monday'];['Tuesday', 'Sunday', 'Saturday', 'Wednesday', 'Thursday'];['Friday', 'Tuesday', 'Sunday'];['Sunday', 'Tuesday', 'Monday', 'Wednesday', 'Saturday'];['Thursday', 'Monday', 'Saturday', 'Sunday'];['Wednesday', 'Sunday', 'Saturday', 'Thursday', 'Tuesday', 'Monday'];['Monday', 'Thursday', 'Saturday', 'Friday', 'Tuesday'];['Wednesday', 'Saturday', 'Friday', 'Tuesday'];['Thursday', 'Saturday', 'Tuesday', 'Wednesday', 'Sunday'];['Wednesday', 'Tuesday', 'Friday', 'Monday', 'Sunday'];['Saturday', 'Friday', 'Monday', 'Tuesday', 'Sunday'];['Sunday', 'Tuesday', 'Wednesday', 'Friday'];['Thursday', 'Saturday', 'Monday', 'Wednesday', 'Friday', 'Tuesday'];['Sunday', 'Tuesday', 'Friday', 'Saturday'];['Tuesday', 'Friday', 'Thursday', 'Monday'];['Thursday', 'Monday', 'Wednesday', 'Sunday', 'Saturday'];['Saturday', 'Wednesday', 'Sunday', 'Tuesday', 'Friday', 'Monday'];['Friday', 'Wednesday', 'Sunday', 'Saturday', 'Thursday'];Yes, I do;[Some text];Yes
01/01/2022;mentee12@mail.com;mentee12;tee;14/03/1998;GMT -5;https://www.instagram.com/andreparedes06/;7996691669;Male;Somewhere, Else;Not, Important;Yes;bot;ohn McCarthy;Instagram;[Some text];[Some text];A1;A1;A1;B1;;B2;B2;A1;B2;A1;[Some text];['Wednesday', 'Monday', 'Saturday', 'Friday'];['Friday', 'Wednesday', 'Thursday', 'Monday', 'Tuesday'];['Monday', 'Saturday', 'Thursday', 'Sunday', 'Tuesday'];['Tuesday', 'Wednesday', 'Friday', 'Sunday'];['Tuesday', 'Thursday', 'Saturday', 'Sunday'];['Sunday', 'Monday', 'Saturday', 'Friday', 'Tuesday'];['Tuesday', 'Saturday', 'Thursday', 'Friday', 'Wednesday'];['Thursday', 'Wednesday', 'Monday', 'Friday', 'Saturday'];['Friday', 'Tuesday', 'Thursday', 'Saturday'];['Sunday', 'Monday', 'Thursday', 'Wednesday', 'Tuesday'];['Wednesday', 'Monday', 'Sunday', 'Thursday', 'Tuesday'];['Wednesday', 'Friday', 'Tuesday'];['Monday', 'Saturday', 'Sunday', 'Thursday', 'Friday', 'Wednesday'];['Sunday', 'Tuesday', 'Thursday', 'Friday'];['Monday', 'Sunday', 'Friday', 'Wednesday', 'Thursday'];['Thursday', 'Saturday', 'Wednesday', 'Monday', 'Friday'];['Monday', 'Wednesday', 'Saturday', 'Friday', 'Tuesday'];['Sunday', 'Monday', 'Wednesday', 'Saturday'];['Sunday', 'Thursday', 'Friday', 'Tuesday', 'Saturday'];['Friday', 'Sunday', 'Saturday', 'Tuesday'];['Friday', 'Tuesday', 'Monday', 'Thursday'];['Saturday', 'Tuesday', 'Wednesday', 'Monday'];['Wednesday', 'Thursday', 'Tuesday', 'Friday', 'Monday'];['Tuesday', 'Saturday', 'Sunday', 'Friday'];['Saturday', 'Thursday', 'Tuesday'];['Friday', 'Monday', 'Saturday', 'Wednesday'];['Tuesday', 'Thursday', 'Monday', 'Wednesday', 'Sunday'];['Thursday', 'Monday', 'Saturday', 'Wednesday'];['Monday', 'Thursday', 'Friday', 'Saturday', 'Tuesday'];['Saturday', 'Tuesday', 'Thursday'];['Tuesday', 'Friday', 'Sunday', 'Saturday'];['Friday', 'Wednesday', 'Monday', 'Saturday', 'Thursday'];['Sunday', 'Tuesday', 'Friday', 'Thursday'];Yes, I do;[Some text];Yes
01/01/2022;mentee13@mail.com;mentee13;tee;18/06/1997;GMT +5:45;https://www.instagram.com/andreparedes06/;7800389591;Non-binary;Somewhere, Else;Not, Important;Yes;bot;ohn McCarthy;Instagram;[Some text];[Some text];B1;;;;;;;B1;A1;;[Some text];['Friday', 'Tuesday', 'Saturday', 'Monday'];['Wednesday', 'Sunday', 'Saturday'];['Friday', 'Thursday', 'Sunday'];['Sunday', 'Thursday', 'Tuesday', 'Monday', 'Friday', 'Wednesday'];['Saturday', 'Sunday', 'Thursday', 'Wednesday', 'Monday', 'Tuesday'];['Friday', 'Saturday', 'Monday', 'Thursday', 'Sunday'];['Thursday', 'Sunday', 'Saturday', 'Friday', 'Wednesday'];['Thursday', 'Wednesday', 'Friday', 'Sunday'];['Saturday', 'Thursday', 'Friday', 'Sunday'];['Saturday', 'Thursday', 'Sunday', 'Friday', 'Wednesday'];['Sunday', 'Thursday', 'Tuesday', 'Monday', 'Saturday'];['Thursday', 'Tuesday', 'Monday', 'Wednesday', 'Saturday'];['Thursday', 'Friday', 'Sunday', 'Wednesday', 'Saturday'];['Saturday', 'Wednesday', 'Monday', 'Thursday', 'Sunday'];['Sunday', 'Friday', 'Tuesday', 'Saturday', 'Wednesday'];['Thursday', 'Monday', 'Sunday', 'Tuesday', 'Saturday', 'Wednesday'];['Tuesday', 'Saturday', 'Thursday', 'Friday', 'Sunday', 'Wednesday'];['Tuesday', 'Sunday', 'Thursday', 'Friday', 'Monday'];['Friday', 'Sunday', 'Tuesday', 'Wednesday'];['Saturday', 'Tuesday', 'Friday', 'Sunday'];['Wednesday', 'Monday', 'Thursday', 'Tuesday', 'Sunday', 'Friday'];['Wednesday', 'Tuesday', 'Thursday', 'Saturday', 'Monday'];['Sunday', 'Friday', 'Saturday', 'Thursday', 'Wednesday', 'Tuesday'];['Monday', 'Tuesday', 'Wednesday', 'Saturday'];['Thursday', 'Monday', 'Sunday'];['Wednesday', 'Friday', 'Monday', 'Thursday'];['Wednesday', 'Tuesday', 'Monday', 'Sunday', 'Friday', 'Saturday'];['Sunday', 'Wednesday', 'Friday', 'Monday', 'Saturday'];['Tuesday', 'Saturday', 'Wednesday', 'Sunday'];['Saturday', 'Tuesday', 'Monday', 'Sunday'];['Friday', 'Wednesday', 'Sunday', 'Saturday', 'Thursday'];['Sunday', 'Friday', 'Wednesday', 'Saturday'];['Wednesday', 'Friday', 'Saturday', 'Thursday'];Yes, I do;[Some text];Yes
01/01/2022;mentee14@mail.com;mentee14;tee;03/10/2001;GMT -8;https://www.instagram.com/andreparedes06/;6352921713;Female;Somewhere, Else;Not, Important;Yes;bot;ohn McCarthy;Instagram;[Some text];[Some text];A2;A1;A2;;A1;B1;B2;;A2;;[Some text];['Saturday', 'Monday', 'Wednesday', 'Thursday', 'Sunday', 'Friday'];['Monday', 'Sunday', 'Friday', 'Saturday'];['Thursday', 'Sunday', 'Tuesday', 'Saturday'];['Saturday', 'Thursday', 'Friday', 'Wednesday', 'Sunday'];['Sunday', 'Monday', 'Friday', 'Wednesday', 'Saturday'];['Tuesday', 'Monday', 'Thursday'];['Saturday', 'Wednesday', 'Thursday', 'Monday', 'Friday'];['Tuesday', 'Friday', 'Sunday', 'Thursday', 'Saturday'];['Sunday', 'Wednesday', 'Thursday', 'Friday'];['Wednesday', 'Thursday', 'Tuesday', 'Sunday'];['Friday', 'Sunday', 'Saturday', 'Monday', 'Tuesday'];['Friday', 'Sunday', 'Monday', 'Thursday', 'Tuesday'];['Sunday', 'Thursday', 'Friday', 'Tuesday', 'Wednesday'];['Tuesday', 'Friday', 'Sunday', 'Monday', 'Thursday', 'Saturday'];['Thursday', 'Saturday', 'Friday', 'Sunday', 'Tuesday'];['Monday', 'Saturday', 'Wednesday', 'Thursday', 'Friday'];['Monday', 'Tuesday', 'Wednesday', 'Friday', 'Saturday'];['Wednesday', 'Tuesday', 'Monday', 'Saturday', 'Friday'];['Tuesday', 'Saturday', 'Thursday', 'Monday'];['Thursday', 'Wednesday', 'Saturday', 'Tuesday'];['Wednesday', 'Tuesday', 'Monday', 'Sunday'];['Monday', 'Thursday', 'Wednesday', 'Friday', 'Saturday'];['Sunday', 'Wednesday', 'Saturday', 'Tuesday', 'Thursday'];['Wednesday', 'Tuesday', 'Monday', 'Saturday', 'Thursday'];['Thursday', 'Saturday', 'Friday', 'Tuesday', 'Monday'];['Sunday', 'Thursday', 'Friday', 'Wednesday', 'Tuesday'];['Friday', 'Monday', 'Saturday', 'Tuesday', 'Sunday'];['Wednesday', 'Thursday', 'Friday'];['Tuesday', 'Thursday', 'Sunday', 'Wednesday', 'Friday'];['Wednesday', 'Saturday', 'Sunday', 'Monday', 'Thursday'];['Wednesday', 'Tuesday', 'Sunday', 'Monday'];['Saturday', 'Monday', 'Tuesday', 'Friday'];['Wednesday', 'Sunday', 'Tuesday', 'Saturday'];Yes, I do;[Some text];Yes
01/01/2022;mentee15@mail.com;mentee15;tee;23/03/2007;GMT +6;https://www.instagram.com/andreparedes06/;3878866776;Female;Somewhere, Else;Not, Important;Yes;bot;ohn McCarthy;Instagram;[Some text];[Some text];B1;B1;;;A1;A2;B2;B2;B1;A1;[Some text];['Tuesday', 'Friday', 'Saturday', 'Sunday', 'Monday'];['Monday', 'Saturday', 'Wednesday', 'Tuesday', 'Sunday'];['Sunday', 'Monday', 'Tuesday', 'Thursday'];['Saturday', 'Thursday', 'Wednesday', 'Tuesday', 'Friday', 'Monday'];['Friday', 'Wednesday', 'Sunday', 'Monday', 'Thursday'];['Tuesday', 'Sunday', 'Friday', 'Wednesday', 'Saturday'];['Saturday', 'Tuesday', 'Thursday', 'Wednesday'];['Sunday', 'Tuesday', 'Saturday', 'Wednesday', 'Monday'];['Saturday', 'Friday', 'Sunday', 'Thursday', 'Monday'];['Wednesday', 'Monday', 'Saturday', 'Tuesday', 'Friday'];['Monday', 'Friday', 'Thursday', 'Sunday', 'Wednesday', 'Tuesday'];['Friday', 'Sunday', 'Saturday', 'Wednesday', 'Monday'];['Friday', 'Wednesday', 'Sunday', 'Tuesday', 'Saturday'];['Sunday', 'Wednesday', 'Saturday', 'Tuesday', 'Thursday'];['Wednesday', 'Thursday', 'Tuesday', 'Sunday', 'Friday'];['Tuesday', 'Thursday', 'Sunday', 'Saturday'];['Tuesday', 'Friday', 'Saturday', 'Sunday', 'Monday', 'Thursday'];['Friday', 'Saturday', 'Monday', 'Tuesday', 'Thursday', 'Wednesday'];['Sunday', 'Monday', 'Saturday', 'Thursday'];['Wednesday', 'Friday', 'Thursday', 'Monday'];['Saturday', 'Tuesday', 'Monday', 'Sunday', 'Thursday'];['Saturday', 'Wednesday', 'Sunday', 'Monday'];['Tuesday', 'Thursday', 'Friday', 'Monday'];['Sunday', 'Monday', 'Saturday', 'Thursday'];['Thursday', 'Tuesday', 'Friday', 'Monday', 'Sunday'];['Monday', 'Sunday', 'Thursday', 'Wednesday'];['Thursday', 'Friday', 'Tuesday', 'Monday', 'Sunday', 'Wednesday'];['Saturday', 'Thursday', 'Sunday', 'Wednesday', 'Tuesday'];['Friday', 'Saturday', 'Wednesday', 'Monday', 'Tuesday'];['Wednesday', 'Friday', 'Saturday', 'Sunday'];['Tuesday', 'Sunday', 'Saturday', 'Monday', 'Wednesday'];['Tuesday', 'Thursday', 'Monday', 'Wednesday'];['Friday', 'Sunday', 'Monday', 'Thursday', 'Saturday'];Yes, I do;[Some text];Yes
01/01/2022;mentee16@mail.com;mentee16;tee;15/03/2002;GMT +0;https://www.instagram.com/andreparedes06/;1825832747;Male;Somewhere, Else;Not, Important;Yes;bot;ohn McCarthy;Instagram;[Some text];[Some text];A2;B1;A2;;;;B2;A2;A1;B1;[Some text];['Saturday', 'Friday', 'Thursday', 'Monday', 'Sunday', 'Tuesday'];['Tuesday', 'Monday', 'Thursday', 'Friday'];['Tuesday', 'Monday', 'Friday', 'Wednesday', 'Thursday'];['Friday', 'Saturday', 'Tuesday', 'Wednesday'];['Wednesday', 'Friday', 'Tuesday', 'Thursday', 'Saturday'];['Saturday', 'Monday', 'Tuesday', 'Friday'];['Thursday', 'Monday', 'Friday', 'Wednesday'];['Monday', 'Friday', 'Sunday', 'Thursday'];['Thursday', 'Tuesday', 'Monday', 'Wednesday', 'Saturday'];['Monday', 'Thursday', 'Saturday', 'Tuesday'];['Wednesday', 'Sunday', 'Friday', 'Tuesday', 'Monday'];['Friday', 'Monday', 'Wednesday', 'Saturday', 'Thursday'];['Tuesday', 'Monday', 'Thursday', 'Friday'];['Thursday', 'Saturday', 'Friday', 'Wednesday', 'Sunday'];['Wednesday', 'Thursday', 'Sunday', 'Monday'];['Thursday', 'Sunday', 'Monday', 'Friday'];['Thursday', 'Wednesday', 'Sunday', 'Friday', 'Tuesday', 'Monday'];['Monday', 'Wednesday', 'Tuesday', 'Sunday', 'Thursday'];['Friday', 'Wednesday', 'Monday', 'Thursday', 'Sunday'];['Friday', 'Wednesday', 'Sunday', 'Monday', 'Thursday'];['Thursday', 'Sunday', 'Tuesday', 'Friday', 'Saturday'];['Wednesday', 'Sunday', 'Tuesday', 'Saturday'];['Sunday', 'Thursday', 'Saturday', 'Tuesday'];['Sunday', 'Monday', 'Tuesday', 'Saturday', 'Wednesday', 'Friday', 'Thursday'];['Monday', 'Thursday', 'Friday', 'Sunday', 'Wednesday'];['Thursday', 'Saturday', 'Sunday', 'Tuesday', 'Wednesday'];['Wednesday', 'Sunday', 'Saturday', 'Friday', 'Monday', 'Thursday'];['Friday', 'Saturday', 'Wednesday', 'Monday'];['Sunday', 'Saturday', 'Monday', 'Wednesday', 'Friday'];['Tuesday', 'Friday', 'Wednesday', 'Monday'];['Monday', 'Tuesday', 'Saturday', 'Wednesday', 'Thursday'];['Friday', 'Monday', 'Saturday', 'Sunday'];['Saturday', 'Wednesday', 'Sunday', 'Thursday', 'Tuesday'];Yes, I do;[Some text];Yes
01/01/2022;mentee17@mail.com;mentee17;tee;21/07/2011;GMT +9;https://www.instagram.com/andreparedes06/;8657423220;Female;Somewhere, Else;Not, Important;No;bot;ohn McCarthy;Instagram;[Some text];[Some text];A2;;B2;A2;A2;A2;A1;;;B2;[Some text];['Wednesday', 'Thursday', 'Tuesday', 'Monday', 'Saturday'];['Thursday', 'Sunday', 'Saturday', 'Wednesday', 'Monday'];['Friday', 'Sunday', 'Tuesday', 'Saturday', 'Wednesday', 'Thursday'];['Thursday', 'Monday', 'Friday', 'Tuesday', 'Sunday'];['Tuesday', 'Friday', 'Wednesday', 'Monday', 'Saturday'];['Sunday', 'Friday', 'Monday', 'Wednesday'];['Monday', 'Wednesday', 'Sunday', 'Friday', 'Tuesday', 'Saturday'];['Thursday', 'Wednesday', 'Sunday', 'Saturday', 'Monday', 'Friday'];['Thursday', 'Sunday', 'Wednesday', 'Saturday', 'Tuesday'];['Sunday', 'Monday', 'Thursday', 'Wednesday', 'Tuesday', 'Friday'];['Wednesday', 'Monday', 'Friday', 'Tuesday'];['Friday', 'Tuesday', 'Thursday', 'Saturday', 'Sunday', 'Wednesday'];['Monday', 'Friday', 'Saturday', 'Thursday', 'Tuesday', 'Wednesday'];['Sunday', 'Wednesday', 'Monday', 'Saturday'];['Thursday', 'Monday', 'Tuesday', 'Sunday'];['Sunday', 'Wednesday', 'Thursday', 'Tuesday'];['Saturday', 'Friday', 'Sunday', 'Monday', 'Tuesday'];['Friday', 'Saturday', 'Monday', 'Sunday', 'Thursday'];['Saturday', 'Wednesday', 'Sunday'];['Wednesday', 'Saturday', 'Monday', 'Thursday', 'Tuesday'];['Monday', 'Tuesday', 'Sunday', 'Friday'];['Thursday', 'Sunday', 'Saturday', 'Monday', 'Wednesday'];['Thursday', 'Wednesday', 'Monday', 'Saturday'];['Sunday', 'Saturday', 'Tuesday'];['Saturday', 'Wednesday', 'Tuesday', 'Friday', 'Sunday', 'Thursday'];['Monday', 'Tuesday', 'Wednesday', 'Friday'];['Monday', 'Wednesday', 'Sunday', 'Friday'];['Monday', 'Wednesday', 'Thursday', 'Sunday', 'Friday', 'Tuesday'];['Sunday', 'Wednesday', 'Friday', 'Saturday'];['Sunday', 'Tuesday', 'Friday', 'Wednesday', 'Monday', 'Saturday'];['Tuesday', 'Thursday', 'Saturday'];['Monday', 'Tuesday', 'Wednesday', 'Sunday'];['Monday', 'Sunday', 'Wednesday', 'Tuesday', 'Saturday'];Yes, I do;[Some text];Yes
01/01/2022;mentee18@mail.com;mentee18;tee;05/06/2005;GMT -4;https://www.instagram.com/andreparedes06/;7377620728;Male;Somewhere, Else;Not, Important;Yes;bot;ohn McCarthy;Instagram;[Some text];[Some text];B2;A2;A1;B2;B1;;B1;B2;A1;A1;[Some text];['Wednesday', 'Tuesday', 'Saturday', 'Sunday', 'Friday'];['Sunday', 'Friday', 'Tuesday', 'Wednesday'];['Sunday', 'Friday', 'Monday'];['Friday', 'Sunday', 'Saturday'];['Monday', 'Wednesday', 'Saturday', 'Thursday', 'Friday'];['Wednesday', 'Tuesday', 'Friday', 'Saturday', 'Monday'];['Tuesday', 'Monday', 'Wednesday', 'Thursday', 'Friday'];['Tuesday', 'Thursday', 'Monday', 'Sunday', 'Saturday'];['Tuesday', 'Thursday', 'Sunday', 'Wednesday', 'Friday'];['Tuesday', 'Wednesday', 'Sunday', 'Saturday', 'Friday'];['Monday', 'Sunday', 'Thursday', 'Saturday', 'Wednesday'];['Saturday', 'Wednesday', 'Thursday', 'Friday', 'Tuesday', 'Sunday'];['Wednesday', 'Tuesday', 'Saturday', 'Monday'];['Sunday', 'Saturday', 'Thursday', 'Friday'];['Wednesday', 'Friday', 'Sunday', 'Monday', 'Saturday'];['Monday', 'Saturday', 'Thursday', 'Sunday'];['Friday', 'Monday', 'Sunday', 'Thursday'];['Wednesday', 'Friday', 'Thursday'];['Thursday', 'Tuesday', 'Saturday', 'Monday', 'Wednesday'];['Sunday', 'Thursday', 'Tuesday', 'Wednesday', 'Saturday'];['Saturday', 'Wednesday', 'Monday', 'Sunday', 'Thursday'];['Friday', 'Monday', 'Sunday', 'Wednesday'];['Friday', 'Wednesday', 'Tuesday', 'Saturday'];['Friday', 'Wednesday', 'Thursday', 'Saturday'];['Monday', 'Thursday', 'Saturday', 'Wednesday', 'Friday'];['Wednesday', 'Friday', 'Thursday', 'Saturday'];['Wednesday', 'Sunday', 'Thursday', 'Tuesday'];['Saturday', 'Tuesday', 'Sunday', 'Monday', 'Thursday', 'Wednesday'];['Saturday', 'Wednesday', 'Friday', 'Tuesday', 'Sunday'];['Saturday', 'Tuesday', 'Thursday', 'Monday'];['Tuesday', 'Sunday', 'Wednesday', 'Saturday', 'Friday', 'Monday'];['Monday', 'Friday', 'Tuesday', 'Saturday'];['Sunday', 'Thursday', 'Saturday', 'Monday', 'Wednesday'];Yes, I do;[Some text];Yes
01/01/2022;mentee19@mail.com;mentee19;tee;26/03/2011;GMT -9:30;https://www.instagram.com/andreparedes06/;2925206280;Female;Somewhere, Else;Not, Important;Yes;bot;ohn McCarthy;Instagram;[Some text];[Some text];A1;;;B1;B1;B1;A1;B2;B1;A2;[Some text];['Saturday', 'Thursday', 'Friday', 'Tuesday'];['Tuesday', 'Thursday', 'Monday', 'Sunday', 'Friday', 'Wednesday'];['Thursday', 'Sunday', 'Monday', 'Friday', 'Saturday'];['Saturday', 'Sunday', 'Wednesday', 'Tuesday', 'Monday'];['Wednesday', 'Friday', 'Thursday', 'Tuesday', 'Monday'];['Tuesday', 'Wednesday', 'Saturday', 'Sunday'];['Wednesday', 'Thursday', 'Saturday', 'Tuesday'];['Thursday', 'Sunday', 'Wednesday', 'Saturday'];['Monday', 'Thursday', 'Wednesday', 'Saturday', 'Sunday', 'Tuesday'];['Wednesday', 'Monday', 'Sunday', 'Tuesday', 'Saturday', 'Friday'];['Thursday', 'Wednesday', 'Friday', 'Tuesday'];['Monday', 'Sunday', 'Friday', 'Wednesday'];['Thursday', 'Sunday', 'Friday', 'Wednesday', 'Saturday'];['Monday', 'Thursday', 'Saturday', 'Friday'];['Thursday', 'Monday', 'Tuesday', 'Wednesday', 'Friday', 'Saturday'];['Saturday', 'Monday', 'Sunday', 'Thursday'];['Tuesday', 'Wednesday', 'Thursday', 'Saturday'];['Monday', 'Sunday', 'Tuesday', 'Thursday', 'Wednesday'];['Friday', 'Sunday', 'Thursday'];['Thursday', 'Tuesday', 'Sunday', 'Friday'];['Sunday', 'Tuesday', 'Saturday', 'Monday', 'Wednesday'];['Tuesday', 'Saturday', 'Friday', 'Wednesday', 'Sunday'];['Thursday', 'Friday', 'Sunday', 'Monday'];['Monday', 'Wednesday', 'Tuesday', 'Sunday', 'Friday'];['Friday', 'Monday', 'Wednesday', 'Tuesday'];['Tuesday', 'Monday', 'Wednesday', 'Saturday', 'Friday'];['Tuesday', 'Wednesday', 'Saturday'];['Saturday', 'Wednesday', 'Thursday', 'Tuesday', 'Sunday'];['Saturday', 'Thursday', 'Tuesday', 'Friday'];['Thursday', 'Friday', 'Tuesday', 'Monday', 'Saturday'];['Friday', 'Monday', 'Thursday', 'Saturday', 'Wednesday'];['Friday', 'Saturday', 'Sunday', 'Tuesday', 'Wednesday'];['Friday', 'Thursday', 'Sunday', 'Saturday'];Yes, I do;[Some text];Yes
